loan_amnt,term,int_rate,annual_inc,dti,credit_history_length,revol_util,delinq_2yrs,loan_status,income_to_loan_ratio,high_dti,long_credit_history,high_revol_util
26777,36,9.167215781497147,54968,34.78830397348722,4,52.65555568678521,4,1,2.0528065130522464,1,0,0
15627,60,14.23540732792558,128934,28.33152467217652,11,18.41804614846264,2,1,8.250719907851796,1,1,0
13792,36,23.206926926173107,41908,11.775188966701759,18,88.22531233425974,1,0,3.038573085846868,0,1,1
15555,60,11.534821249547424,56423,10.280742651234014,16,34.32485948987433,2,0,3.6273224043715846,0,1,0
15253,60,14.97460730183863,139151,30.986986108030113,17,38.74798935172969,2,1,9.122861076509539,1,1,0
13433,60,24.171306692873934,104707,18.32551843764513,24,67.24015487964105,3,1,7.794759175165637,0,1,0
15233,60,19.694160111473952,108257,9.111584084844663,2,48.87987420412409,0,0,7.106741941836802,0,0,0
16016,36,19.95480771283384,91215,30.866342699658144,4,8.928107627914939,1,1,5.695242257742258,1,0,0
28897,60,10.046680088264552,85835,29.482770587427844,3,38.74416173552348,4,1,2.9703775478423364,1,0,0
7612,36,13.293962366102562,79429,34.517190916914906,15,9.446611793823312,3,1,10.434708355228587,1,1,0
28425,36,6.646843261934434,112152,32.29231060138052,2,19.07504031233812,0,1,3.9455408970976253,1,0,0
30939,60,17.130517341010673,138048,30.553710159816248,24,0.7174438350453838,4,1,4.461941239212644,1,1,0
27619,60,7.0746032908498835,68458,6.5772319343300945,19,18.131308148466218,4,0,2.4786559976827545,0,1,0
26870,60,21.718191644119095,76169,8.132461084943541,9,33.04473539983609,2,1,2.834722739114254,0,0,0
28483,36,21.291075740399936,37659,22.069495829123685,10,53.82184337322946,0,1,1.3221570761506864,1,0,0
31054,60,15.67210202244619,90614,20.944377388454626,21,91.92772111827323,3,1,2.917949378501964,1,1,1
20787,60,7.823320663940594,138905,18.738896434686062,25,54.032686724205526,1,0,6.682301438399,0,1,0
32132,60,5.511579663903364,107240,16.903679762437527,19,70.56035413643416,1,1,3.337482883107183,0,1,0
22159,36,20.93417335085145,62793,17.936314545929868,28,35.767709130577416,3,1,2.8337470102441444,0,1,0
17206,60,17.002809664268536,143688,22.078938024043858,5,75.16307935672674,2,1,8.351040334766942,1,0,1
13226,60,19.218592734957667,76473,5.062295528002436,14,62.04687460514774,2,1,5.782020263118101,0,1,0
19541,60,11.076142514727351,126762,12.821263223985566,10,45.97940132748612,4,1,6.486976101530116,0,0,0
8152,36,15.18965475687829,119388,20.548391620661334,16,19.37687948912258,0,0,14.645240431795878,1,1,0
31531,60,19.943483410793007,127618,26.666482960209386,6,30.354090799729892,4,1,4.047381941581301,1,0,0
6585,36,14.251266166275991,118330,10.22470077186189,25,62.094608737575506,1,0,17.96962794229309,0,1,0
8943,36,17.02768445537462,136956,21.406435213622988,8,42.6056324364573,3,0,15.314324052331433,1,0,0
28939,36,20.794565236159244,148452,26.433790516573453,2,88.93865567490519,0,1,5.129824803897854,1,0,1
24457,36,9.304412905327577,85751,18.338829737417143,18,23.48402715355853,3,0,3.5061945455288877,0,1,0
6021,36,6.318577787149646,108915,5.812434010101532,29,7.307265225327231,0,0,18.08918784255107,0,1,0
16653,60,15.636470216216104,84254,18.4780447539691,21,58.934857650548444,1,1,5.059388698732961,0,1,0
15805,60,6.242515414401915,37006,13.893346632324594,21,88.60508401900759,1,0,2.341410945903195,0,1,1
18417,36,20.331145887335065,148171,32.88948823103985,21,36.473902943978864,0,1,8.045338545908672,1,1,0
25227,36,19.384228952675773,146682,8.73840157034982,20,64.77113348681651,2,1,5.814484480913308,0,1,0
12989,36,22.63425342930594,104218,24.574278665216966,8,23.141262217714864,0,1,8.023558395565479,1,0,0
14692,36,17.791241960679212,95344,6.581592990035034,27,55.84719216726883,1,0,6.489518105091206,0,1,0
17990,60,6.343951415047475,63840,18.385113134380894,5,78.67921008626531,3,1,3.5486381322957197,0,0,1
11873,60,10.063042509792348,62430,21.619384616602417,17,86.70315987766838,4,1,5.2581487408405625,1,1,1
10675,36,21.158636891254385,53091,13.938647939505964,16,10.511912985239668,3,0,4.973395784543325,0,1,0
5161,36,8.342648346271755,62983,18.652269065611534,26,35.637451629324545,1,0,12.203642704902151,0,1,0
9297,36,18.969609356297745,53989,9.90661383590562,5,63.96444419358702,3,1,5.807142088845865,0,0,0
31557,60,20.605186618409558,105451,14.123715484041085,17,3.4722868093652215,2,0,3.3416040815033115,0,1,0
5995,36,11.602235957104822,138088,23.63318974730609,4,69.0615200150827,2,1,23.033861551292745,1,0,0
34487,60,11.44594946805817,48990,14.054001675834654,1,52.80338828038271,0,1,1.4205352741612782,0,0,0
16534,60,16.156053624182938,120270,31.99229235226615,22,28.85662792200264,3,1,7.274101850731825,1,1,0
34127,36,22.225726655095276,110360,23.85220872922969,6,81.46544505940506,3,1,3.2338031470683037,1,0,1
12629,60,9.47812403826961,149469,18.159470553079537,1,29.005071229577517,1,0,11.83537888985668,0,0,0
33374,36,23.825163920848055,66081,6.162708066625474,28,99.14150462038035,0,1,1.9800143824534069,0,1,1
30851,60,16.982373696402163,41033,19.986450056140136,24,81.63701891133404,0,1,1.3300379242163949,0,1,1
6016,36,24.842529427045523,138272,27.943287263752676,4,70.79805013830877,3,1,22.98404255319149,1,0,0
29253,36,6.792274479906453,46241,12.966727940372408,2,6.134755796264601,4,0,1.5807267630670359,0,0,0
27823,36,7.531242730135181,35939,29.20320708946302,13,90.43103719872735,3,1,1.2917011105919562,1,1,1
29276,36,21.532836074269653,143000,12.554202981526444,14,79.0055305737551,3,1,4.8845470692717585,0,1,1
28247,36,22.295117912076986,77562,29.712391638524014,17,22.902507929180228,3,1,2.74584911672036,1,1,0
29300,36,13.909173767418679,65063,7.558050248350322,11,39.224818132688895,2,0,2.220580204778157,0,1,0
13529,60,19.2814235228467,130000,30.985511266070887,3,26.863155161914285,0,0,9.608988099637815,1,0,0
22262,60,22.35114574891077,106721,19.975593527999912,7,98.44160341810665,2,1,4.793863983469589,0,0,1
14268,36,5.862555764376573,57045,13.89612768860786,10,85.41964448055595,4,0,3.998107653490328,0,0,1
26271,60,16.47900845986517,146634,12.953397512454464,11,93.02253026951026,1,1,5.581591869361653,0,1,1
17185,36,22.06961333052979,74769,17.960316767910882,10,78.87742363754299,4,1,4.350829211521676,0,0,1
26243,60,12.963098891695498,77118,34.971484943109346,8,45.634824107024755,0,1,2.9386122013489313,1,0,0
11331,60,11.047672122248537,114703,11.609821803127478,5,20.543424981468505,1,0,10.122937075280205,0,0,0
13571,36,20.914133701896752,131948,8.096499466369988,23,20.80801569097338,4,1,9.722791246039348,0,1,0
30068,36,11.715731670056723,51625,22.551055061559858,2,15.1682848366677,0,0,1.716941599042171,1,0,0
12208,60,5.063485963690065,134724,19.656273993207712,28,54.6649550303397,4,0,11.035714285714286,0,1,0
10276,60,24.191451752581315,57076,20.725888131899218,28,91.99665228636425,1,1,5.554301284546516,1,1,1
23446,60,16.84246472702037,94805,25.00806252671651,15,99.17980700457663,1,1,4.04354687366715,1,1,1
33460,60,21.390358374201423,74605,13.014322096119479,16,28.72998000367648,4,1,2.229677226539151,0,1,0
21448,60,21.506031246854292,114565,32.319949861516655,4,69.73145402967293,2,1,5.341523685192093,1,0,0
21216,60,6.328208407454657,118509,18.07016198366871,22,59.70980156103778,4,0,5.585831447963801,0,1,0
13006,36,8.417203987729296,69121,8.872585854273854,28,48.89361168763111,4,0,5.31454713209288,0,1,0
7568,60,11.222413615192949,95101,27.268962702018328,28,66.57686438120413,4,0,12.566199788583509,1,1,0
26847,36,11.413985700826457,61433,24.293130578535507,16,37.1363018980069,2,1,2.288263120646627,1,1,0
34824,60,18.17572235361826,73309,14.472302074521114,12,94.44847750934495,3,1,2.105128646910177,0,1,1
7027,36,17.462658415053696,97468,23.645561721021455,28,70.5448867706337,1,0,13.870499501921161,1,1,0
7695,36,14.891795560196275,74254,11.595858691069306,14,75.42010919924448,0,0,9.649642625081222,0,1,1
31071,36,9.22527464617536,97293,18.345180780215884,12,24.24220950060739,1,1,3.1313121560297383,0,1,0
20422,36,12.639669393806068,126258,31.98237566501976,28,16.858200349761944,1,1,6.182450298697483,1,1,0
10258,60,15.87187936930339,67853,9.006026994822482,21,39.4340793094323,3,0,6.61464223045428,0,1,0
27002,36,14.359707322078838,68405,16.600893499623858,16,76.66724853361539,1,1,2.5333308643804164,0,1,1
11736,36,7.545850661901568,96652,29.634272741610417,16,93.87959097528575,1,1,8.235514655760054,1,1,1
5391,60,17.990209870038477,73527,34.084726982185344,22,42.732982597400785,2,1,13.638842515303283,1,1,0
18986,60,6.4610355362132115,107227,18.617784092653878,12,77.41567924971659,2,1,5.647687769935742,0,1,1
34090,60,12.563893661621606,30492,20.20998860430042,2,47.04076194668095,2,1,0.8944558521560575,1,0,0
17666,36,19.200586953504583,123418,22.16515885351309,23,29.52282495554638,2,1,6.9861881580437,1,1,0
10892,60,5.40047069039413,38811,32.97044424901132,24,73.92651507258476,2,0,3.563257436650753,1,1,0
8561,36,16.399656380906322,123344,30.746203729310892,29,79.82021339813272,0,0,14.407662656231748,1,1,1
31854,36,11.690419482865945,54272,10.11803373864933,14,20.284079408068024,3,0,1.7037734664406354,0,1,0
11184,36,5.17663686845469,123935,18.10273453541225,11,30.516950204533067,4,0,11.0814556509299,0,1,0
24483,60,8.807665421219436,102010,18.92001284589279,9,49.47768434736622,2,0,4.166564554997345,0,0,0
27662,36,23.81892386541309,122492,28.6728833494627,22,18.65218297668767,3,1,4.428168606752946,1,1,0
13392,36,15.422978110101809,77153,23.08678647816306,7,92.88342987537925,4,1,5.761126045400239,1,0,1
18067,36,24.944544092582635,138042,24.62661386087039,29,59.133391256074844,1,1,7.64056013726684,1,1,0
20265,60,15.496335007294824,84110,34.945997229968526,12,12.120327737169267,1,1,4.1505057981741915,1,1,0
24488,60,15.878728245805364,43979,7.248801304100391,29,18.40298646824621,3,0,1.7959408689970597,0,1,0
28599,36,12.836860258657047,140059,11.69029470601199,17,95.43553453248444,0,1,4.897339067799574,0,1,1
34174,36,11.200808374628286,138101,17.236878121146404,9,73.81685856966183,0,1,4.041113126938608,0,0,0
7454,36,10.030911062658896,58328,15.433472091466616,6,73.44050845049861,3,0,7.825060370270996,0,0,0
16837,36,11.868412322613477,142911,5.649366840409508,12,7.2498594005054535,0,0,8.487913523786897,0,1,0
19039,60,14.197021618008643,42867,7.753328194135275,20,89.5298837708947,0,1,2.2515363201848837,0,1,1
30380,36,8.8398390046158,89234,25.428598742107287,10,44.37353625586046,1,1,2.9372613561553655,1,0,0
24115,60,9.497501836113917,55851,31.37973390087682,9,65.97173226399262,0,1,2.3160273688575574,1,0,0
15965,36,10.430895373368783,61279,20.426810337979326,12,95.9689219114014,0,1,3.838333855308487,1,1,1
29538,36,13.985197838616783,147431,21.17573238540899,1,10.00123803565569,3,1,4.991231633827612,1,0,0
14762,60,18.05626733628486,126063,12.652802984971382,2,48.22764594865787,0,0,8.53969651808698,0,0,0
10056,36,22.122923005725745,103402,28.036290909011342,19,4.961273666193177,2,1,10.282617342879872,1,1,0
19948,36,10.742636743742866,45449,27.553837621017692,1,49.954542332371545,2,1,2.2783737718066974,1,0,0
13110,60,8.674566806828746,106221,22.6509706765297,16,25.225941048757107,3,0,8.102288329519451,1,1,0
18773,36,12.5769492970111,119080,11.379928595340285,16,91.10655292738706,2,1,6.343152399723007,0,1,1
32266,60,22.887661527437114,35451,7.910546547112683,18,39.849249427308685,1,1,1.0987107171635777,0,1,0
25224,60,5.197214566742789,117178,6.9271572757137765,18,63.38724460520792,3,0,4.645496352679987,0,1,0
22412,36,18.557372321154908,71316,22.780881999286333,23,86.0287264814549,0,1,3.1820453328573977,1,1,1
28769,60,14.54320092823163,93064,29.751059574284,26,98.36918584171765,2,1,3.2348708679481386,1,1,1
5502,60,8.220924299213602,93761,30.749912953427746,13,50.381937032854594,1,0,17.041257724463833,1,1,0
11910,36,11.420430525489333,135490,18.908662230303495,22,45.57577028614559,3,0,11.37615449202351,0,1,0
17685,36,9.499000877540677,68870,28.528138979201508,12,7.573964529645871,3,1,3.894260672886627,1,1,0
30446,36,22.556643357802447,126566,33.40640589023071,9,1.2738943337215036,0,1,4.1570649674834135,1,0,0
28322,60,14.637467678899805,60873,13.25510337464204,5,60.880209249849614,4,1,2.1493185509497916,0,0,0
25872,36,16.261885557449855,88627,16.938810391422713,9,6.546435214764601,2,0,3.425595238095238,0,0,0
5206,60,16.873752386740414,96155,32.94436977790042,13,38.037893703847324,1,1,18.47003457548982,1,1,0
26518,36,17.792342492047123,129186,15.146929019518545,16,0.3606436106461497,3,1,4.871634361565729,0,1,0
27361,36,14.9111138075186,55372,32.416288709653884,28,61.52274989656708,2,1,2.0237564416505243,1,1,0
29105,36,5.357470616726316,33642,34.43134586763397,10,42.54151604404962,1,1,1.1558838687510737,1,0,0
28419,60,11.694453738293038,58001,24.85432185723274,16,12.702076978628785,1,1,2.040923325943911,1,1,0
22868,60,8.677464814419825,64064,29.506708685125048,14,29.63676068408221,3,1,2.8014693020815113,1,1,0
29242,60,18.602856858233537,124826,27.486366926632556,25,56.96606989719245,2,1,4.268723069557486,1,1,0
20934,36,6.134093027400933,44122,25.986027728465714,2,65.67133680099771,1,0,2.1076717301996752,1,0,0
22247,36,16.276067822232886,54820,14.207932189436978,28,46.23358796634468,3,1,2.4641524699959545,0,1,0
24174,36,9.21263444548602,98431,6.712830137238312,25,80.39591160909458,2,0,4.0717713245635805,0,1,1
28792,36,23.976916769341223,85745,15.291551975589519,19,11.24404117029857,2,1,2.9780841900527926,0,1,0
13755,36,11.71081884373071,80081,25.0080795561172,11,8.454572261240777,3,0,5.821955652490003,1,1,0
26500,36,11.504423827492685,100902,8.075875946834042,19,4.424426901780832,2,0,3.807622641509434,0,1,0
17383,36,23.467693359814476,38711,5.357539489347262,28,53.582783944944225,4,1,2.226945866651326,0,1,0
27403,60,13.346958406082827,115132,9.19077117808816,11,70.62317042344579,1,1,4.201437798781155,0,1,0
23141,36,24.257246683714843,48793,26.47207779232386,14,13.052139942252971,1,1,2.1085087074888724,1,1,0
19820,36,5.48340704267007,38199,34.18381104969332,15,63.89456218553925,2,1,1.9272956609485368,1,1,0
12574,60,11.126891504042927,106253,34.49194098844461,25,47.69477661895347,3,1,8.450214728805472,1,1,0
11374,36,18.323859205328624,66191,19.819374474205638,7,98.73445001511152,0,1,5.81950061543872,0,0,1
28276,36,22.81713929055277,40211,31.080569029770423,15,71.74736092664115,2,1,1.4220894044419297,1,1,0
6678,60,10.128111860165678,141086,27.10479367254512,27,65.74733351916258,0,0,21.126984126984127,1,1,0
24626,36,23.609551839273365,93069,20.0312071095381,24,57.04497348723445,2,1,3.7792983026070006,1,1,0
26020,60,16.882429329983765,118896,22.182815988652603,23,99.73661815497039,0,1,4.569408147578786,1,1,1
6059,36,21.02016486395832,86746,9.116814398506133,25,98.04591708545773,2,0,14.316883974253177,0,1,1
28052,60,12.944146086137945,51542,33.12984381849776,8,53.811512549452154,3,1,1.8373734493084273,1,0,0
34855,36,9.243607651337467,61312,15.557893121953303,4,45.51833473342617,0,1,1.7590589585425334,0,0,0
21198,60,23.224708308953865,75242,18.384477693715084,18,46.211492270175235,4,1,3.5494858005472216,0,1,0
14914,36,23.662717368124373,131971,25.14980692993696,14,42.83423903233656,3,1,8.848799785436503,1,1,0
32890,60,14.95150288308271,123783,15.017074145796618,29,53.13983069963222,2,1,3.763545150501672,0,1,0
24541,36,5.12990031998513,117893,12.627774829667917,27,27.358426781437075,0,0,4.803919970661342,0,1,0
27299,36,7.195659073408089,85388,23.931481798106617,21,92.67887831144266,1,1,3.127880142129748,1,1,1
15817,36,16.460559204634436,136581,5.749522468455483,18,49.023008146193526,3,1,8.635076183852817,0,1,0
15921,60,5.475534046037724,57691,26.621753360800366,4,84.20078118386091,0,1,3.6235789209220526,1,0,1
14789,60,12.938238479733906,107960,20.420701096295293,28,47.530367466762,3,1,7.300020285347218,1,1,0
21312,36,11.067398911440252,114388,23.172611915628032,2,71.8290273910243,0,1,5.367304804804805,1,0,0
16252,36,19.286965508044094,52601,23.956404777406554,21,33.688196447658,1,0,3.2365862663056855,1,1,0
7693,60,6.111573458958706,148307,20.81150469477691,6,62.48068577332605,4,0,19.278174964253218,1,0,0
34467,60,14.77462537954575,48020,22.47601332322208,11,49.83714454509194,1,1,1.3932167000319147,1,1,0
34723,60,16.582285397512106,38155,25.513646026696236,1,36.71142565336098,2,1,1.0988393859977537,1,0,0
18931,60,17.345821521052354,99119,27.593565415390223,15,88.1556261068001,3,1,5.235803708203476,1,1,1
8627,60,13.103153440338817,111051,26.823571738583613,12,11.271168274890897,4,0,12.872493334878868,1,1,0
30939,60,11.08735566859102,66777,31.08849373196785,24,48.692314831911034,3,1,2.1583438378745274,1,1,0
21157,36,18.649860674742975,49710,10.683302995022082,18,19.43690732661367,0,0,2.349576972160514,0,1,0
15173,36,21.9513809620499,138714,17.034439084753927,5,86.10550912175916,2,1,9.14216041652936,0,0,1
26834,36,18.872352755657573,54532,33.43388198043371,11,25.34693447156634,2,1,2.0321979578147125,1,1,0
23047,60,23.64204730914443,48601,16.897717231589894,24,63.34303401118216,3,1,2.108777715103918,0,1,0
31105,60,19.345270507158542,93227,8.74610230717768,21,16.556351508535407,2,1,2.997170872850024,0,1,0
15230,36,20.292374680272367,34967,20.763353790865388,19,40.49136694708366,3,1,2.295929087327643,1,1,0
20707,36,8.358063932041777,114289,8.284729176633865,22,89.93571956493642,0,0,5.519341285555609,0,1,1
26976,60,13.390792890534236,50022,11.085597161835956,1,16.606444440194046,0,0,1.854314946619217,0,0,0
16494,36,14.701106619119304,73463,34.9495626971287,17,66.31958253483397,3,1,4.453922638535225,1,1,0
31813,36,10.125863245892152,104671,21.24087915188396,8,20.451037055595478,1,1,3.2901958318926225,1,0,0
28776,60,15.570797207125757,35722,13.52175167121287,23,41.574905253216585,1,1,1.2413817069780373,0,1,0
6306,36,10.81583888443695,57413,34.84324863721719,16,54.061688437459935,0,0,9.104503647320012,1,1,0
33605,36,18.75004185608832,122772,33.99676755665429,26,57.73064181897478,4,1,3.653384912959381,1,1,0
11776,60,14.405769534063516,111050,18.222171232527906,26,60.251133755315536,1,0,9.430197010869565,0,1,0
32251,60,14.176139085380711,139432,12.812093263637252,11,64.01314153909222,3,1,4.323338811199653,0,1,0
34644,60,24.672850620656234,132748,30.1519891427657,27,27.176869767379753,0,1,3.8317746218681448,1,1,0
27248,60,12.84889697085141,135922,26.46862150915357,19,40.136748571715906,2,1,4.98832941867293,1,1,0
14474,36,12.245908651791366,115867,25.60824305010531,24,3.7318663575064415,2,0,8.005181705126434,1,1,0
12526,36,11.372087425653088,113596,31.793412239674176,11,76.87569765313751,1,1,9.068816860929267,1,1,1
30285,60,22.894984419515964,96732,25.682514016139738,15,83.70995017889024,4,1,3.1940564635958397,1,1,1
26959,60,14.934476521963564,42297,13.513938291246475,8,19.923676348554554,1,0,1.5689380169887608,0,0,0
10530,60,17.00028954961271,98323,25.815894856271967,14,20.144396462968185,4,1,9.33741690408357,1,1,0
34320,36,8.6163695800479,53816,14.174405338509919,1,4.203640219042071,1,0,1.568065268065268,0,0,0
25797,36,15.818847200098539,70695,27.77716938970985,10,97.03838227924875,2,1,2.740434934294685,1,0,1
8748,36,10.492963857369766,49702,23.59243563474698,7,80.71865681172291,4,1,5.681527206218564,1,0,1
18545,60,19.61273842525755,55242,7.322346559542518,18,36.070320290603206,2,1,2.978808304125101,0,1,0
34355,60,21.650566975847642,85841,20.38506087305426,12,48.19082714698253,3,1,2.498646485227769,1,1,0
5663,36,19.29621384262555,97712,15.299029075872228,2,29.196696065086858,3,0,17.254458767437754,0,0,0
6998,36,19.604883325405147,115663,14.857118981968828,18,59.724396832208434,0,0,16.528008002286366,0,1,0
12994,60,15.24949408239034,137096,23.067689071317716,29,71.73084123335083,2,0,10.55071571494536,1,1,0
33021,60,19.242361126682706,122764,14.669744734082746,21,44.73684779918721,2,1,3.7177553677962507,0,1,0
33319,60,13.453738710163206,83574,28.30681244614618,7,87.35941932916235,0,1,2.5082985683844052,1,0,1
22879,60,18.02978307059226,115744,7.123743080335233,20,51.702586221881,3,1,5.05896236723633,0,1,0
8304,60,10.180784202410294,58482,24.81164757187476,27,14.425326907781077,3,0,7.042630057803469,1,1,0
25147,60,6.395140246240203,39171,29.275844109702238,12,62.22913758376416,4,1,1.5576808366803196,1,1,0
26616,60,13.26946528243937,130755,25.1849506976129,20,46.22309659078026,4,1,4.912646528403967,1,1,0
23237,60,14.2355631156098,128932,19.916875850599872,25,93.56718630817258,3,1,5.5485647889142315,0,1,1
18808,36,10.1281431637738,138125,33.50921041208544,14,39.189392093591344,1,1,7.343949383241174,1,1,0
11585,36,19.554190368144752,136082,13.998154693941908,10,40.28657391501041,2,1,11.746396201985325,0,0,0
34235,36,6.4710095795255835,33696,5.575036625749333,9,65.07733897816102,4,1,0.9842558784869286,0,0,0
22675,60,9.454966487583771,50058,17.959681143903225,23,52.6986218326428,1,0,2.2076295479603085,0,1,0
24965,36,19.971294369072538,50313,5.990358077009818,15,37.444987753843485,4,1,2.015341478069297,0,1,0
16649,36,13.742485474800247,49149,33.618102575792264,26,98.97744156800896,0,1,2.9520691933449457,1,1,1
28938,36,19.105672480786247,83521,11.297541372441545,20,30.218550999941684,2,1,2.886204989978575,0,1,0
28664,60,16.349717555671926,75740,28.667810718466384,24,27.752879198502857,4,1,2.6423388222160202,1,1,0
6636,60,24.014254999947248,136611,28.237162495230947,10,86.44276285221034,3,1,20.58634719710669,1,0,1
25080,60,16.955916654456658,34956,11.531866990488005,19,0.3372943550555507,0,0,1.39377990430622,0,1,0
